5,2,4198510,VIA ACHILLE BENEDETTI,""
5,0,4198549,VIA DI PORTONACCIO,""
5,0,4198549,VIA DI PORTONACCIO,""
5,0,4198549,VIA DI PORTONACCIO,""
5,0,4198549,VIA DI PORTONACCIO,""
5,0,4198582,LARGO CAMESENA,""
5,0,4198582,LARGO CAMESENA,""
5,0,4198582,LARGO CAMESENA,""
5,0,4198582,LARGO CAMESENA,""
5,0,4198582,LARGO CAMESENA,""
5,2,4199646,VIA FILIPPO FIORENTINI,""
5,2,4199646,VIA FILIPPO FIORENTINI,""
5,2,4199658,VIA TIBURTINA,""
5,2,4199658,VIA TIBURTINA,""
5,2,4199665,VIALE PALMIRO TOGLIATTI,VIALE SACCO E VANZETTI
5,2,4199665,VIALE PALMIRO TOGLIATTI,VIALE SACCO E VANZETTI
5,1,4199671,VIA UGO BERTOSSI,VIA GIUSEPPE DONATI
5,1,4199671,VIA UGO BERTOSSI,VIA GIUSEPPE DONATI
5,0,4199674,PIAZZA RICCARDO BALSAMO CRIVELLI,""
5,0,4199674,PIAZZA RICCARDO BALSAMO CRIVELLI,""
5,5,4200184,VIA DELLE CAVE DI PIETRALATA,VIA OLINDO MALAGODI
5,5,4200184,VIA DELLE CAVE DI PIETRALATA,VIA OLINDO MALAGODI
5,5,4200184,VIA DELLE CAVE DI PIETRALATA,VIA OLINDO MALAGODI
5,5,4200184,VIA DELLE CAVE DI PIETRALATA,VIA OLINDO MALAGODI
5,5,4200184,VIA DELLE CAVE DI PIETRALATA,VIA OLINDO MALAGODI
5,3,4200305,VIA TIBURTINA,VIA DI PORTONACCIO
5,3,4200305,VIA TIBURTINA,VIA DI PORTONACCIO
5,3,4200305,VIA TIBURTINA,VIA DI PORTONACCIO
5,0,4200322,VIA DI TOR CERVARA,""
5,0,4200337,VIA DEL CASALE DI S. BASILIO,""
5,0,4200337,VIA DEL CASALE DI S. BASILIO,""
5,4,4200860,VIA DELLE CAVE DI PIETRALATA,""
5,4,4200860,VIA DELLE CAVE DI PIETRALATA,""
5,4,4200860,VIA DELLE CAVE DI PIETRALATA,""
5,4,4200860,VIA DELLE CAVE DI PIETRALATA,""
5,2,4202145,NUOVA CIRCONVALLAZIONE INTERNA,""
5,2,4202145,NUOVA CIRCONVALLAZIONE INTERNA,""
5,2,4202145,NUOVA CIRCONVALLAZIONE INTERNA,""
5,1,4202166,VIA DI SCORTICABOVE,""
5,1,4202166,VIA DI SCORTICABOVE,""
5,0,4202176,VIA CRESCENZIO CONTE DI SABINA,""
5,0,4202176,VIA CRESCENZIO CONTE DI SABINA,""
5,2,4202179,VIA DI PORTONACCIO,""
5,2,4202179,VIA DI PORTONACCIO,""
5,0,4202188,VIA OSTERIA DELLE CAPANNACCE,""
5,0,4202188,VIA OSTERIA DELLE CAPANNACCE,""
5,1,4202246,VIA TIBURTINA,""
5,1,4202246,VIA TIBURTINA,""
5,2,4203943,VIA TIBURTINA,""
5,2,4203943,VIA TIBURTINA,""
5,2,4203959,VIA DEI MONTI DI PIETRALATA,VIA VACUNA
5,2,4203959,VIA DEI MONTI DI PIETRALATA,VIA VACUNA
5,1,4203972,VIA TIBURTINA,""
5,1,4203972,VIA TIBURTINA,""
5,1,4203972,VIA TIBURTINA,""
5,2,4203980,VIALE PALMIRO TOGLIATTI,""
5,2,4203980,VIALE PALMIRO TOGLIATTI,""
5,1,4203993,VIA FAUSTINIANA,VIA SAMBUCI
5,1,4203993,VIA FAUSTINIANA,VIA SAMBUCI
5,0,4205843,VIA PIEVE TORINA,""
5,0,4205843,VIA PIEVE TORINA,""
5,0,4205852,VIA DELLA TENUTA DEL CAVALIERE,""
5,0,4205852,VIA DELLA TENUTA DEL CAVALIERE,""
5,2,4206150,VIA TIBURTINA,""
5,2,4206150,VIA TIBURTINA,""
5,1,4206164,VIALE ETTORE FRANCESCHINI,LARGO NINO FRANCHELLUCCI
5,1,4206164,VIALE ETTORE FRANCESCHINI,LARGO NINO FRANCHELLUCCI
5,0,4212832,VIA DI MARCO SIMONE,""
5,0,4212832,VIA DI MARCO SIMONE,""
5,0,4212832,VIA DI MARCO SIMONE,""
5,0,4212832,VIA DI MARCO SIMONE,""
5,3,4222200,VIA TIBURTINA,""
5,3,4222200,VIA TIBURTINA,""
5,3,4222200,VIA TIBURTINA,""
5,1,4249276,VIA DEI DURANTINI,VIA DELLA TRACHITE
5,1,4249276,VIA DEI DURANTINI,VIA DELLA TRACHITE
5,1,4249276,VIA DEI DURANTINI,VIA DELLA TRACHITE
